receptor,site_id,copy,ligand,smiles,center_x,center_y,center_z,box_size,success,binding_energy,output
a9a10_2to3_apo_reference,3,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-13.29,23.21,27.86,15,True,-7.747,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site3_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,3,2,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-30.35,-1.19,20.6,15,True,-7.453,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site3_copy2_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,9,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-51.72,24.18,-1.51,15,True,-6.47,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site9_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,8,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-22.95,47.64,17.2,15.46,True,-6.475,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site8_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,8,2,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-51.67,24.34,-1.55,15,True,-6.376,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site8_copy2_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,16,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-42.04,42.74,28.74,15,True,-6.997,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site16_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,30,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,3.49,6.07,13.47,15,True,-7.6,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site30_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,20,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-18.04,46.7,26.35,15,True,-6.184,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site20_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,15,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-23.64,10.62,10.0,17.22,True,-6.232,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site15_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,1,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-29.61,17.19,23.07,15,True,-4.989,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site1_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,4,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-18.02,-27.42,3.82,15,True,-5.675,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site4_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,12,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-37.83,30.79,32.07,15,True,-5.957,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site12_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,11,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-31.16,-1.9,-14.78,15,True,-5.313,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site11_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_2to3_apo_reference,39,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-4.83,3.07,4.71,15,True,-4.863,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_2to3_apo_reference_site39_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_3to2_apo_reference,23,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-11.65,38.0,22.41,15.98,True,-5.341,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site23_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,23,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-28.71,-9.88,33.2,15,True,-3.949,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site23_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,5,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-7.28,38.04,44.94,17.34,True,-5.554,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site5_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,5,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-51.89,-12.06,27.91,16.32,True,-3.394,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site5_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,34,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,15.14,-8.22,-12.15,15,True,-5.937,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site34_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,21,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-19.98,43.78,33.68,19.119999999999997,True,-6.648,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site21_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,21,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-43.71,-3.13,39.19,15,True,-3.586,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site21_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,7,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-56.07,17.94,-1.72,15,True,-4.387,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site7_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,7,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-30.51,50.2,9.34,17.2,True,-6.594,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site7_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,7,3,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-24.94,-0.85,54.52,15,True,-4.453,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site7_copy3_ascorbate_docked.pdb
a9a10_3to2_apo_reference,35,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,5.79,-3.2,-4.59,15.26,True,-4.494,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site35_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,19,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-42.47,37.0,9.34,20.060000000000002,True,-6.509,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site19_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,25,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-43.53,-0.35,8.84,15,True,-4.429,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site25_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,18,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-54.34,10.62,15.64,15,True,-5.196,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site18_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,18,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-20.41,17.15,50.08,15,True,-4.669,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site18_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,26,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-34.15,29.08,0.27,15,True,-5.675,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site26_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,38,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,0.79,-0.35,-0.56,15,True,-4.592,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site38_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,13,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-35.69,14.15,8.28,15,True,-6.139,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site13_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,13,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-23.61,29.71,13.46,15,True,-5.796,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site13_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,40,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,38.26,-20.64,-32.11,15,True,-5.488,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site40_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,31,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-8.72,6.28,-8.76,15,True,-5.518,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site31_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,32,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,14.05,-7.79,-11.34,15,True,-5.838,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site32_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,33,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,6.72,-2.99,-4.77,15,True,-4.518,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site33_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,14,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-16.13,11.3,33.8,15,True,-5.64,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site14_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,27,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-32.63,30.08,35.55,15,True,-4.869,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site27_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,37,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-0.48,0.49,-0.2,15,True,-4.632,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site37_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,3,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-13.29,23.21,27.86,15,True,-6.368,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site3_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,3,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-30.35,-1.19,20.6,15,True,-4.91,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site3_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,9,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-51.72,24.18,-1.51,15,True,-4.541,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site9_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,8,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-22.95,47.64,17.2,15.46,True,-6.835,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site8_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,8,2,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-51.67,24.34,-1.55,15,True,-4.516,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site8_copy2_ascorbate_docked.pdb
a9a10_3to2_apo_reference,16,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-42.04,42.74,28.74,15,True,-3.029,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site16_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,30,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,3.49,6.07,13.47,15,True,-5.787,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site30_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,20,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-18.04,46.7,26.35,15,True,23.239,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site20_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,15,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-23.64,10.62,10.0,17.22,True,-5.339,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site15_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,1,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-29.61,17.19,23.07,15,True,-6.057,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site1_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,4,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-18.02,-27.42,3.82,15,True,-3.068,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site4_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,12,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-37.83,30.79,32.07,15,True,-4.769,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site12_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,11,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-31.16,-1.9,-14.78,15,True,-4.94,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site11_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,39,1,ascorbate,OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,-4.83,3.07,4.71,15,True,-4.28,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site39_copy1_ascorbate_docked.pdb
a9a10_3to2_apo_reference,23,1,acetate,CC(=O)[O-],-11.65,38.0,22.41,15.98,True,-2.377,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site23_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,23,2,acetate,CC(=O)[O-],-28.71,-9.88,33.2,15,True,-1.704,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site23_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,5,1,acetate,CC(=O)[O-],-7.28,38.04,44.94,17.34,True,-2.244,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site5_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,5,2,acetate,CC(=O)[O-],-51.89,-12.06,27.91,16.32,True,-1.188,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site5_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,34,1,acetate,CC(=O)[O-],15.14,-8.22,-12.15,15,True,-2.585,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site34_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,21,1,acetate,CC(=O)[O-],-19.98,43.78,33.68,19.119999999999997,True,-2.492,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site21_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,21,2,acetate,CC(=O)[O-],-43.71,-3.13,39.19,15,True,-1.591,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site21_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,7,1,acetate,CC(=O)[O-],-56.07,17.94,-1.72,15,True,-1.842,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site7_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,7,2,acetate,CC(=O)[O-],-30.51,50.2,9.34,17.2,True,-2.433,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site7_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,7,3,acetate,CC(=O)[O-],-24.94,-0.85,54.52,15,True,-1.989,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site7_copy3_acetate_docked.pdb
a9a10_3to2_apo_reference,35,1,acetate,CC(=O)[O-],5.79,-3.2,-4.59,15.26,True,-2.104,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site35_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,19,1,acetate,CC(=O)[O-],-42.47,37.0,9.34,20.060000000000002,True,-2.422,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site19_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,25,1,acetate,CC(=O)[O-],-43.53,-0.35,8.84,15,True,-1.784,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site25_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,18,1,acetate,CC(=O)[O-],-54.34,10.62,15.64,15,True,-2.336,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site18_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,18,2,acetate,CC(=O)[O-],-20.41,17.15,50.08,15,True,-2.167,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site18_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,26,1,acetate,CC(=O)[O-],-34.15,29.08,0.27,15,True,-2.208,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site26_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,38,1,acetate,CC(=O)[O-],0.79,-0.35,-0.56,15,True,-2.047,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site38_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,13,1,acetate,CC(=O)[O-],-35.69,14.15,8.28,15,True,-2.344,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site13_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,13,2,acetate,CC(=O)[O-],-23.61,29.71,13.46,15,True,-2.253,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site13_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,40,1,acetate,CC(=O)[O-],38.26,-20.64,-32.11,15,True,-1.951,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site40_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,31,1,acetate,CC(=O)[O-],-8.72,6.28,-8.76,15,True,-2.745,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site31_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,32,1,acetate,CC(=O)[O-],14.05,-7.79,-11.34,15,True,-2.635,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site32_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,33,1,acetate,CC(=O)[O-],6.72,-2.99,-4.77,15,True,-2.095,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site33_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,14,1,acetate,CC(=O)[O-],-16.13,11.3,33.8,15,True,-2.421,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site14_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,27,1,acetate,CC(=O)[O-],-32.63,30.08,35.55,15,True,-1.929,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site27_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,37,1,acetate,CC(=O)[O-],-0.48,0.49,-0.2,15,True,-1.889,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site37_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,3,1,acetate,CC(=O)[O-],-13.29,23.21,27.86,15,True,-2.328,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site3_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,3,2,acetate,CC(=O)[O-],-30.35,-1.19,20.6,15,True,-2.346,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site3_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,9,1,acetate,CC(=O)[O-],-51.72,24.18,-1.51,15,True,-1.844,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site9_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,8,1,acetate,CC(=O)[O-],-22.95,47.64,17.2,15.46,True,-2.73,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site8_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,8,2,acetate,CC(=O)[O-],-51.67,24.34,-1.55,15,True,-1.839,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site8_copy2_acetate_docked.pdb
a9a10_3to2_apo_reference,16,1,acetate,CC(=O)[O-],-42.04,42.74,28.74,15,True,-1.139,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site16_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,30,1,acetate,CC(=O)[O-],3.49,6.07,13.47,15,True,-2.083,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site30_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,20,1,acetate,CC(=O)[O-],-18.04,46.7,26.35,15,True,-0.767,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site20_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,15,1,acetate,CC(=O)[O-],-23.64,10.62,10.0,17.22,True,-2.349,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site15_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,1,1,acetate,CC(=O)[O-],-29.61,17.19,23.07,15,True,-2.147,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site1_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,4,1,acetate,CC(=O)[O-],-18.02,-27.42,3.82,15,True,-1.666,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site4_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,12,1,acetate,CC(=O)[O-],-37.83,30.79,32.07,15,True,-1.983,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site12_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,11,1,acetate,CC(=O)[O-],-31.16,-1.9,-14.78,15,True,-2.016,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site11_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,39,1,acetate,CC(=O)[O-],-4.83,3.07,4.71,15,True,-1.956,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site39_copy1_acetate_docked.pdb
a9a10_3to2_apo_reference,23,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-11.65,38.0,22.41,15.98,True,-5.121,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site23_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_3to2_apo_reference,23,2,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-28.71,-9.88,33.2,15,True,-4.686,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site23_copy2_O-ethyl_ascorbate_docked.pdb
a9a10_3to2_apo_reference,5,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-7.28,38.04,44.94,17.34,True,-5.729,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site5_copy1_O-ethyl_ascorbate_docked.pdb
a9a10_3to2_apo_reference,5,2,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,-51.89,-12.06,27.91,16.32,True,-3.425,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site5_copy2_O-ethyl_ascorbate_docked.pdb
a9a10_3to2_apo_reference,34,1,O-ethyl_ascorbate,CCOC(=O)C(=O)OC[C@@H](O)[C@@H]1OC(=O)C(O)=C1O,15.14,-8.22,-12.15,15,True,-7.684,/cluster/home/nbhatt04/lean_pipeline/phase05_docking/results/a9a10_3to2_apo_reference_site34_copy1_O-ethyl_ascorbate_docked.pdb
