compound_id,smiles,is_active,activity_uM,potentiation_pct,stoichiometry,site_id,site_description,binding_energy,has_pose
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,21,ECD alpha9/alpha10,-7.609,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,34,TMD M2 pore,-10.192,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,35,TMD M2,-10.223,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,18,ECD alpha10/alpha10,-7.957,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,25,ECD alpha9/alpha10,-8.48,True
18,C1C=CC(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)=CC=1,True,1288,500,3to2,11,ECD alpha10/alpha9,-9.451,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,23,ECD alpha9/alpha10,-7.304,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,5,ECD alpha9/alpha10,-9.216,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,21,ECD alpha9/alpha10,-6.935,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,34,TMD M2 pore,-9.292,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,35,TMD M2,-9.241,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,18,ECD alpha10/alpha10,-7.134,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,25,ECD alpha9/alpha10,-7.321,True
19,C=CCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,11,ECD alpha10/alpha9,-8.784,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,23,ECD alpha9/alpha10,-7.541,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,5,ECD alpha9/alpha10,-8.249,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,21,ECD alpha9/alpha10,-7.277,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,34,TMD M2 pore,-10.108,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,35,TMD M2,-10.432,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,18,ECD alpha10/alpha10,-6.842,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,25,ECD alpha9/alpha10,-7.603,True
20,CCCCOC1[C@@H]([C@H](O)CO)OC(=O)C=1O,False,0,0,3to2,11,ECD alpha10/alpha9,-9.028,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,23,ECD alpha9/alpha10,-7.809,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,5,ECD alpha9/alpha10,-8.994,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,21,ECD alpha9/alpha10,-7.511,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,34,TMD M2 pore,-9.389,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,35,TMD M2,-9.408,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,18,ECD alpha10/alpha10,-7.462,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,25,ECD alpha9/alpha10,-7.507,True
21,C1C(COC2[C@@H]([C@H](O)CO)OC(=O)C=2O)C1,False,0,0,3to2,11,ECD alpha10/alpha9,-8.857,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,23,ECD alpha9/alpha10,-7.017,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,5,ECD alpha9/alpha10,-7.978,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,21,ECD alpha9/alpha10,-6.863,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,34,TMD M2 pore,-8.754,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,35,TMD M2,-8.8,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,18,ECD alpha10/alpha10,-7.06,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,25,ECD alpha9/alpha10,-7.375,True
22,COC1[C@@H]([C@H](O)CO)OC(=O)C=1OC,False,0,0,3to2,11,ECD alpha10/alpha9,-8.628,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,23,ECD alpha9/alpha10,-6.789,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,5,ECD alpha9/alpha10,-7.566,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,21,ECD alpha9/alpha10,-6.368,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,34,TMD M2 pore,-7.716,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,35,TMD M2,-7.711,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,18,ECD alpha10/alpha10,-6.334,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,25,ECD alpha9/alpha10,-6.832,True
23,C(O)[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,False,0,0,3to2,11,ECD alpha10/alpha9,-7.704,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,23,ECD alpha9/alpha10,-7.674,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,5,ECD alpha9/alpha10,-8.092,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,21,ECD alpha9/alpha10,-6.855,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,34,TMD M2 pore,-8.496,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,35,TMD M2,-9.062,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,18,ECD alpha10/alpha10,-7.463,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,25,ECD alpha9/alpha10,-7.509,True
24,CCCOC1C(=O)O[C@H]([C@H](O)CO)C=1O,True,1202,190,3to2,11,ECD alpha10/alpha9,-8.361,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,23,ECD alpha9/alpha10,-6.481,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,5,ECD alpha9/alpha10,-7.397,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,21,ECD alpha9/alpha10,-6.12,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,34,TMD M2 pore,-7.951,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,35,TMD M2,-7.96,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,18,ECD alpha10/alpha10,-6.353,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,25,ECD alpha9/alpha10,-6.523,True
25,C(Br)[C@H]([C@H]1OC(=O)C(O)=C1O)O,True,2.63,180,3to2,11,ECD alpha10/alpha9,-7.758,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,23,ECD alpha9/alpha10,-6.834,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,5,ECD alpha9/alpha10,-7.289,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,21,ECD alpha9/alpha10,-6.239,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,34,TMD M2 pore,-7.709,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,35,TMD M2,-7.718,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,18,ECD alpha10/alpha10,-6.241,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,25,ECD alpha9/alpha10,-6.857,True
26,C(O)[C@H]([C@H]1OC(=O)[C@@H](O)[C@H]1O)O,False,0,0,3to2,11,ECD alpha10/alpha9,-7.419,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,23,ECD alpha9/alpha10,-8.355,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,5,ECD alpha9/alpha10,-8.963,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,21,ECD alpha9/alpha10,-7.044,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,34,TMD M2 pore,-9.716,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,35,TMD M2,-9.735,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,18,ECD alpha10/alpha10,-7.366,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,25,ECD alpha9/alpha10,-8.175,True
27,CC1(O[C@H]([C@@H]2OC(=O)[C@@H]3OC(O[C@H]23)(C)C)CO1)C,False,0,0,3to2,11,ECD alpha10/alpha9,-8.802,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,23,ECD alpha9/alpha10,-6.302,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,5,ECD alpha9/alpha10,-6.849,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,21,ECD alpha9/alpha10,-5.495,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,34,TMD M2 pore,-7.03,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,35,TMD M2,-7.032,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,18,ECD alpha10/alpha10,-5.543,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,25,ECD alpha9/alpha10,-6.313,True
28,C(O)[C@H]1OC(=O)[C@H](O)[C@@H]1O,False,0,0,3to2,11,ECD alpha10/alpha9,-6.474,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,23,ECD alpha9/alpha10,-6.628,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,5,ECD alpha9/alpha10,-7.353,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,21,ECD alpha9/alpha10,-5.951,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,34,TMD M2 pore,-7.517,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,35,TMD M2,-7.685,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,18,ECD alpha10/alpha10,-6.198,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,25,ECD alpha9/alpha10,-6.605,True
29,C([C@@H](O)C1OC(=O)[C@@H](O)[C@H]1O)=O,False,0,0,3to2,11,ECD alpha10/alpha9,-6.903,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,23,ECD alpha9/alpha10,-7.566,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,5,ECD alpha9/alpha10,-7.615,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,21,ECD alpha9/alpha10,-6.744,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,34,TMD M2 pore,-9.15,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,35,TMD M2,-9.351,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,18,ECD alpha10/alpha10,-6.817,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,25,ECD alpha9/alpha10,-7.676,True
30,C(O)[C@@H](O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,False,0,0,3to2,11,ECD alpha10/alpha9,-7.661,True
